Inmunno efficiency,Max.cells
0.0,835.0
0.1111111111111111,837.0
0.2222222222222222,848.0
0.3333333333333333,865.0
0.4444444444444444,854.0
0.5555555555555556,852.0
0.6666666666666666,880.0
0.7777777777777777,894.0
0.8888888888888888,911.0
1.0,919.0
